00KSCJkYb8JKa4Y3	rock,german,progressive,emo
2QYvwWjZoLSecjdF	female vocalists,rock,alternative,90s,soundtrack
2R0e2QDRVUiUOJYm	indie,british,2016,indie rock,alternative,britpop
2S5j1hlh00w0URdC	spanish,pop,female vocalists,latin,pop espanol
2Sg3ptwe7ZvHsdvT	metalcore,metal,hard rock,avenged sevenfold
2TAZAsRTomiImG8w	black metal,atmospheric black metal,doom metal,folk metal
2TD6tSmdzdwUORiH	77davez-all-tracks,ambient
2UD3xlgUwbbTpK9U	rnb,soul,pop,female vocalists,hip-hop
2UQcnK1ws7ZjmD1L	latin,colombia,colombiana,musica latina
2Uq7X419wfoxXytK	indie,singer-songwriter,british,electronic,patrick wolf,beautiful
2Uy2gQDqnTzxyDzK	ska,jamaica,ska,rocksteady,reggae
2VM6lSsdBrZVuLk7	experimental,electronic,avant-pop,idm
2VMMReREqDvBxz17	italian,folk,singer-songwriter,77davez-all-tracks
2VRvcjk2RcnCCTst	chile,indie,lo-fi,alternative rock
2WRdPOpokdV6lNra	progressive rock,progressive,progressive metal,pink floyd influence
2WUbcfexNIpDylIe	math rock,progressive rock,jazz rock,post-rock,instrumental
2XQ1HQwq90PeNUzN	post-punk,indie rock,indie,alternative,rock
2Y6VOZSzZss8nPOF	pop,singer-songwriter,2am,pop,country,female vocalists
2YMhCsXXNlDpuuGU	love,searching,isolation,alternative rock,scottish
2Yth1nYzRbDV8QEh	2017,singer-songwriter,folk,singer-songwriter,fip,folk
2Z7yBOTfjtvGwLJD	death metal,metal
2Z8xej6p395ks5kH	soundtrack,ambient,video game music,orchestral,instrumental
2ZCUDbGSBASlMBSE	rock,power pop,psychedelic rock,psychedelic,american
2ZL9CKS3yNUfTO8P	pop,female vocalists,2013,singer-songwriter,girlie,pop rock
2ZMO1kjGFObo1gbq	rap,brazilian,rap brazil,hip-hop,samba,mpb
2ZMoriwNhQDKr1fP	rock,classic rock,cover,80s
2ZaMOuFdsHGttfxQ	folk,fip,overdosing on a bathroom floor
2Zsmfr39dCABuJV4	mpb,brazilian,forro,brasil
2aiKewjz7zVzeoLK	post-punk,coldwave,darkwave,minimal wave,minimal synth
2aj8WZ5AOTNMrv6I	grunge,rock,alternative rock,90s,alternative
2ayKTCjtFL067qbr	garage rock,70s,australian,1977
2bIsqk99mDsz4jVX	polish,pop,polish,pop,female vocalists
2bKnuDY6yVlPpZqY	electronic,minimal,2016,deep house,house,experimental
2bmAUUBVmebA8dnQ	thrash metal,heavy metal,metal,speed metal,megadeth
2cakaYqDKReBW2Fm	ambient,melancholic,atmospheric,dark ambient,progressive rock,dark ambient,melancholic
2ckGrlFZxgwLMlSN	alternative,experimental,female vocalists,beautiful,experimental,indie,female vocalists
2d7CcYxkPoVIRE83	rnb,soul,pop,female vocalists,hip-hop
2dTQ1i3UnFml5FZ4	samba,mpb,brazilian,female vocalists
2ekVWpFnEgAWatng	power pop,indie,indie rock,indie pop
2fHPxPOQ8S0wv0Fa	pop,rap,ariana grande,trap,2 chainz
2hRRD9paDQfzNqRE	colombia,latin,cumbia,electronic,reggae
2ioBvpp1ihymLglY	folk,beautiful,male vocalists,folkalicious
2jfZWc9gcwcDIpI9	pop,dance,jennifer lopez,sexy
2kcO02S00F5JrM1N	hard rock,heavy metal
2kdf82NDfNcDJi73	instrumental,folktronica
2llpRCbHTknLuyl5	all,house,dance,tropical house
2mAp0X2gHi1AIpVY	industrial,experimental,cover,77davez-all-tracks
2mMJV9wlPw7zJjLX	symphonic metal,gothic metal,female fronted metal,gothic
2mXuTlLuoHG7Xgrt	pop,female vocalists,blue-eyed soul,doo-wop
2mr2D2YlNzyTPwKC	thrash metal,speed metal,metal,heavy metal,thrash metal,metal,heavy metal
2mzlldXgCYcvYcg7	jazz,dance,k-pop,rnb,perfeccion
2nPGFdINjiXPwh5V	all,rock,pop,brazil
2nPuDTLNBIa0LmNp	melodic death metal,metal,power metal,death metal
2ngM5mngYPecRVJR	groove metal,metal,metalcore,thrash metal
2pDRMBFgeqXNWBEj	classic rock,70s,rock,the doobie brothers,soft rock
2rBzxeuCzQ7IBlRh	groove metal,thrash metal,metal,pantera
2rQUO4jU0myfggFP	punk,hardcore,ogun la baraka,as above so below,harfang epic,punk,post-punk,hardcore punk
2sF9Hn5tma7n22Ut	british,indie rock,2018 single
2sVmKXIvO8cARIF8	latin,pop,catchy,2011,michel telo
2sWGfN4rDYbP5DNR	2017,female vocalists,indie,canadian,singer-songwriter,emily haines
2sfFZYdInzDiunzT	masterpiece,rock,alternative rock,beautiful
2sk4CIdWNABMzNmU	nu metal,metal,alternative metal,hard rock,heavy metal
2tMoknK8uzkl4PGQ	rock,latin rock,2011,polysom
2ttZq7Q29PSMra1r	post-metal,dark hardcore,neo crust
2u4wTkhAmCT4sPXr	post-punk,indie,new wave
2ua2QeZmz3kBTLdO	cloud rap,rap,hip-hop,experimental
2uaRixxZbSNdJ6L9	jessie j,pop,female vocalists,electropop
2ufFgTBTYJF90BmI	industrial metal,industrial,german
2uoKQYOZa21Ll3Qc	80s,funk,sexy,pop,prince
2uqDTBk0zVAXddxk	grunge,alternative rock,australian,90s,grunge,alternative rock,rock
2uubq5eYjyU7fCMk	soul,female vocalists,british,piano,adele,pop
2v6cyBmLHol9eg95	pop,american
2v8KtCCDkJui2I2q	fip,indie pop,psychedelic pop,fip
2v9iHGrDVs1FNgGh	rap,fifa 09,fifa09,friendsofthekingofrummelpop
2w0iy95g3YLGdYRF	garage rock,rock,swedish,punk
2w6nDWjxoC1sCSuC	metalcore,industrial metal,post-hardcore,industrial
2wZXfIxJQMVAchl7	canadian,pop,alternative,pop rock,rock,awesome
2wo10xcWI6DBbrjp	rnb,rock,indie,alternative
2yS8OjfnzareM2il	synthpop,ambient,electronic,darkwave,synthpop,electronic,darkwave
2yTmONbhBi9yGfEY	brazilian,smooth jazz
2yezn8DHcaF6JxSP	rock,blues,cover,rhythm and blues,blues rock,classic rock,rock,60s
2ygjVPlU3cKp7nMG	hard rock,metal,nu metal,rock,heavy metal
2ypE2PjWKJLoyHsR	soul,lauryn hill,hip hop,hip-hop,soul,hip-hop,rnb
2z4BnuIwyXTBbwAt	soul,pop,alternative,chill
2zA9Yuz4zTJmYCOy	synthpop,electropop,canadian,pop,female vocalists,dance-pop
2zx75CNYSfjK9Kzq	grindcore,death metal
30FcvYVfGIUHyN6n	namorar,brasil,the best of the best,samba
30TX3xUfoExOgxHA	jazz,soul,ukrainian,female vocalists,pop
30hCe4DN8UZ86OZh	christian rock,rock,alternative,indie
31NZ0ZTbQjpPIRyD	latin,guitar,pop,spanish,pop,latin,latin pop
31YIVZHQipXDAQRX	thrash metal
31YXnt6RbdqJqtmn	punk rock,punk,melodic hardcore,hardcore,melodic punk,punk rock,melodic hardcore,punk
32CqmThzZGVrYwwK	mpb,amor,female vocalists,brasil,mpb,female vocalists,brazilian
32J3xSss5YHCLY8l	black metal,swedish black metal,orthodox black metal
34LGXzU4AMNXJ5QT	electronic,dance,electronica,fip,fip,electronic,dance
34Mht3N1INAOCLgU	canadian,2018 single,canadian,pop,male vocalist
350J7ZEpocP0UT6D	soul,female vocalists,aretha franklin,rhythm and blues,soul,jazz,female vocalists
35iqaAumRwIyaFIv	fip,forro
361QOxGc27oShviO	folk,indie folk,indie,melancholy
367Z7zhm2Vnrdatd	thrash metal,heavy metal,metal
36DCHgrXQKOV65xL	indie,psychedelic,indie pop,spanish,female vocalists,nature
36R5fITHaR23oOqF	indie,indie rock,british,indie,indie rock,british
36mogkQR5VcNWzZP	rap,all,hip-hop
373FTmXmB8JdNHwz	electropop,dance-pop
383oeXIzIxzDY7jC	rock,brazilian rock,pop rock,brazilian,brasil
393YyCL4dOzjeDXO	oldies,50s,60s,jazz
39Bj9W5I8YKJ0lkX	acoustic,folk,indie,singer-songwriter
39L8oA3uDlnhV1Yc	indie,rock,indie rock,alternative,shoegaze,indie,indie rock
3AiwrUZ3x22JVluu	downtempo,chillout,trip-hop
3AnM1iGQCDI9Ceab	progressive rock,70s,rock,progressive
3BxDIaNzK3knd5Jf	rock,brazilian,brazilian rock,rock gaucho,alternative
3C5fKOvqw2pe6kLP	psychedelic pop,synthpop,psychedelic,experimental,noise
3CP0a854FeGN4eJV	rap
3Cmgta0LRzpvGdGU	french,indie,slam,rap
3CtzkqoWR1NJRdH0	country
3DLXPUltUaagok0k	mpb,fip,pop,00s
3DokXXWKhKVqgP8A	samba,brasil,raiz,samba raiz,o meu brasil,samba,brasil,brazilian
3E1s6pzcEC0D7k1l	instrumental,electronic,electronica,drumstep,drumstep,instrumental,electronic
3E6LE4q6HaJh7B3t	progressive rock,classic rock,psychedelic rock,psychedelic
3EfsW6jEhV0OvKIY	british,like,talent show,ya,2014 single,mnek
3FKCw0BfL1qGeDWg	noise,experimental,drone,ambient
3FThFRyM66r5J3Me	indie rock,holy shit,me possua,love at first listen
3FsnGzrD9FvvUsxm	soul,joss stone,soul,female vocalists,jazz
3FuKyTNdLJwWwIAU	synthpop,new wave
3FxEcHPDIKtaby3G	mpb,pop,brasil,singer-songwriter
3GBENfHz2WFiA9Ek	k-pop,korean
3GGg4XLPiJgFZdEW	hip-hop,mos def,rap
3GHIXJgC7L7oNVGw	k-pop,dance pop,hino,love at first listen
3GfWKyIRbkUbxnrU	folk metal,viking metal,pagan metal,metal,viking metal,folk metal,pagan metal
3Gi81iofhDsZRykw	2018 releases,rock,indie
3Gv4CyGPvChHFF6l	indie,female vocalists,indie pop,indie rock,2017 releases,alternative
3HgSt6BCbjGNRC4k	metalcore,hardcore,metal,screamo
3I3IEXhRkSokAauW	fip,rock,alternative rock,funk,alternative,red hot chili peppers
3ILnEnond0d83DzU	classic rock,rock,hard rock,cover,90s
3IsQCwU8FMDhfPED	alternative rock,rock,alternative,post-punk,lo-fi
3IyPVVwunPHbrQBk	symphonic metal,orchestral,epic,power metal
3JMM7GU7136u8s5g	thrash metal,heavy metal,metal,hard rock
3JMT9wwhiROQqvg6	symphonic metal,gothic metal,dutch artist,female fronted metal
3JN6azAYHZDJ9IHg	finality,rock,christian rock,relient k
3JOlSxCDJja5SYC9	french,electronic,pop,switzerland
3JQ0nTBcONvkAVE1	progressive rock,indie,experimental,alternative rock,indie rock
3JQg8yPgsDqwSdJN	electronic,house,synthpop,pet shop boys,synthpop,80s,pop
3JT6jp2pCjf7BxDX	electronic,dance,techno,house,electronica
3K3MxF2vecOqIH01	k-pop,korean,dance,pop
3K64x4asNZJfQEU7	christian,worship,praise,pop,praise and worship,australian
3L29CebZqYMPZqFu	indie,rock,ponyhof,awesome
3LIaIcifnY5aenlF	rap,german,hip-hop,german rap,deutschrap
3M5gz1dan3SX5pS7	grunge,rock,alternative,cover
3Mc3L9CUAFBVdAof	france,dream pop,french pop
3NBgF3XHk7EI01s3	emo,midwest emo,indie,indie rock
3Nb69rQrYso7u9Yg	soundtrack,hans zimmer,contemporary classical,sad,soundtrack,instrumental,classical
3P3uQTWd3JxAexBT	indie,the oc,indie pop,indie rock
3PtseulggRtHMoOz	progressive black metal
3Q36EsmmokskRC8v	rockabilly,rock and roll,50s,oldies,rock n roll
3QAgiowCE58lkfhU	70s,punk,good beat,1970s,acordes geniales
3QnpjtdMMAjoMtBF	2017,experimental,stones throw,soul,violin
3QtvURvlqOYsZEDz	hip-hop,rap,polish,hip hop
3R1U4t8F9OHH8msx	black metal,metal
3SEJi4JAZeoYCWk3	bossa nova,after midnight
3SRUD2w7DrZqHE0U	80s,rock,female vocalists,classic rock
3SSolszQvCHozHdV	blues,jj cale,blues rock,rock
3T1tYnVtfilZZQB7	pop,80s,french,pop,female vocalists
3T4bhuhIQTEHhcFg	80s,rock,pop,alternative,new wave,synthpop
3TAjiWcI8u0FODuS	soul,motown,60s,oldies,four tops,soul,motown,60s
3TIdOAlULKdqaSR0	pop,dance,male vocalists,happy
3TJHHVey88djFD94	k-pop,bap
3Tcwq0kIiSJDk1OB	metalcore,hard rock,metal,hardcore,metalcore,metal,hardcore
3Tdu9390svWhC45z	pop punk,pop rock,australian,pop
3UWmNTjmsIQBFhtd	anime,japanese,female vocalists,gothic metal
3UnYmzcPVNgjNNFv	idm,electronic
3UoA4vRm5Kiqdbxg	alternative rock
3VD4IvI3WR2KhZV8	rap,hip-hop,emo rap,hip hop,rap,hip-hop,emo rap
3VDugjDPEErsGZQp	neofolk,danish,nordic folk,dark ambient,dark folk,neofolk,danish,nordic folk
3VYHPB2fFFO0f4Sb	rock en español,fito paez,rock argentino,rock en espanol
3WI416EeAZXptYAZ	new wave,post-punk,80s,rock
3WTnP3pKNYFYfvsI	screamo,hardcore,post-hardcore,melodic hardcore
3WfncosyPdVtcRvq	jazz,john coltrane
3WlSHd6TxJ2drbA1	darkwave,minimal synth,ebm,synthpop,2019,minimal wave
3Wyx6bL4fbkgTPO2	girl power,pop,love at first listen,little mix
3XI3KppPMcvPClP2	punk,punk rock,british
3YuG0V05zf8YxUY2	grunge,rock,alternative rock,pearl jam
3Z2mxKTNkaayfjGf	melodic death metal,death metal,metal,power metal
3ZIbiMoxAEzvxZO9	electronic,ambient,2018,chillout,alternative
3ZW7dFyJ1lRtbo8y	pop,british,female vocalists
3ZbrrRQHcFkpTHTt	trap,rap,hip-hop,rnb
3ZcPj4mx8ChcnQsz	rnb,pop,asia cruise,r&amp;b
3aLLv89gHveBuosG	progressive rock,70s,classic rock,rock,supertramp
3acD8cv7zhxlthnv	jazz,1,onspotify
3ayVeQEo9JAqorKS	rock,brazilian rock,brazilian,rock gaucho,brasil
3b39vKAGHcJLyd3n	singer-songwriter,indie,alternative,chill
3bejCrhNQlm97r9A	pop,romantic
3cJaypWniZHpomfi	j-rock,japanese,rock,metal
3dEyqCSLzdyPFgk5	rock,alternative,britpop,alternative rock,indie,2014
3dT7OTg9w8jEBjMm	power metal,speed metal,heavy metal,metal
3dwil4nYh1KdOQDq	indie,ambient,indie rock
3e0iJgXDtiLWbvAD	grunge,alternative rock,2018,rock,alternative
3e3NRBRj6BxA921Q	deathcore,brutal deathcore,hardcore,metalcore
3eRxIV3sVkZsbgKB	punk rock,punk,female vocalists,rock
3ek5bpYhdyAlCLlJ	pop,indietronica,exotica,i am a party girl here is my soundtrack,best of 2014,rel-yr:2014
3f0doFlc7yQ903bJ	80s,new wave,synthpop
3faYOQ867TjLuWQz	reggae,acoustic,bob marley,roots reggae
3fuOrQt9qqGmPNQY	experimental,psychedelic rock,dont do drugs or youll make amazing music like this,alternative,psychedelic
3gGUBqtyIV67NLu6	sertanejo,brazilian country,sertaneja,brazilian
3hlyvzY6y1zhe4TX	fado,portuguese,female vocalists,portugal
3i6RfuPvfB9ZDn9E	techno,2016 loved,electronic,lo-fi
3j9jevapaVvqDPcp	progressive metal,sludge,metal,sludge metal
3kAIoRnx8aJhupuI	rock,alternative,alternative rock,contemporary
3kqXYNx5eBHRl3XF	thrash metal,heavy metal,megadeth
3lAIb6v82pmMZS99	60s,classic rock,folk rock,rock,1965
3mAl0v8h53hrEolv	rock,punk rock,pop punk,simple plan,punk
3mKxvt2YUxlAtj8U	french,chamber pop,british,lounge
3miAW8whHjT8ke2c	80s,pop,soundtrack,disco
3n11BOrQPpuN0W76	female vocalists,rock,alternative,alternative rock,singer-songwriter,indie
3nEJ6WRWjuLq0JV8	electronic,psychedelic pop,indie
3nriJAVYlnMFabza	electronic,shoegaze,chillout,instrumental,post-rock,ambient
3nrwHAllpcYeO51i	gothic metal,alternative metal,lacuna coil
3o0tMKDO7qu7mwP8	industrial metal,cover,cyber metal
3oD1wi4njfRo4y0K	house,electronic,party,club
3oTQyW9VsRG1vAZU	rock,pop
3ozh9LF6vuI7ixvQ	indie,indie rock,rock,alternative rock,alternative
3pKGqHJGqgLr0Uim	electronic rock
3pi5n1NmZfkF09dI	jazz,jazz fusion,fusion,miles davis
3pwtPBxBWXawmwlQ	house,electronic,dance,progressive house,tech house,trance
3q2VIzbbLzqCj0NI	rock,reggae,scottish,scotland,luca,bonnie prince
3q8pvkFyr6zNgQJb	k-pop,4minute,hip hop,rap
3qCb03UxBvbZsWEM	post-hardcore,screamo,hardcore,emo
3qGNZSp8p1NoFoHN	classic rock,rock
3qyQ24VV9RVxqvSH	grunge,90s,rock,seattle,alternative rock
3rK4404QHChfRtHQ	rock,wander wilder
3roAUOGQtS7f7rmq	rock,alternative,experimental,alternative rock,brazilian,brazil
3rq08eBFUt4V0ER6	emo,post-rock,indie,indie rock
3rwGO4kmdFUJDj6z	new age,ambient,era,chillout,celtic
3s6qDbF8qsvcfmeY	masterpiece,britpop,lenda,love at first listen
3sU9qFGR5sqLO0qy	ambient,experimental,2014,chillwave,glo fi,perfect album
3saT0fjF814XQz3y	house,electronic,dance,future house,edm
3sbVM40hDB3hFoIh	rap,hip-hop,rap,hip-hop,eminem
3shrACNQQ5eeQEAO	pop,rnb,love at first listen,hip hop
3t1u6zgXiu7CYRxc	rnb,omarion,soul,entourage
3tH5Zk46RrrZimoX	remix,gryffin,electronic,indie,british
3tzEdoqi8YsbSNCz	noise rock,post-punk,no wave
3uE2U46E1yEXAhKP	indie rock,worst lyrics ever,2013,british
3uTj1EuKkKna5uPh	hip hop,driving,club,summer,spring,autumn
3uXOXJsblMZfY12A	american,duo,frauen und technik,ladytron,2014 single,electronic,synthpop,indie
3ux924VZYedQCq7I	rock,korean,korean indie,indie
3vLuOj1c1suvUGZT	j-pop,j-rock
3vpLjr47A2ANetid	pop,ballad,love at first listen,2013
3vsIlMsA979ZqMLq	garage rock,surf rock,indie rock,alternative rock
3vy4HNPWkTnMviIw	gothic metal,doom metal,metal
3wZ8tUKbB991Y56c	surf rock,indie pop,warm,banned,jangle pop,lo-fi,indie,surf rock
3wmtEja2v0pUigM5	lo-fi,indie
3xAFBtATL7yEEH5c	rock,alternative,pop punk,paramore,alternative rock,punk
3xcyDvE6On5xbmCD	folk metal,metal,black metal,viking metal
3xhpkrkuCNicNAn7	trance,dance,electronic,chillout
3yBuK5zDxlyIqWS0	soul,female vocalists,jazz,amy winehouse,british,soul,jazz,female vocalists
3yOJLIpOiYvqCKAm	rock,pop-rock,pop-punk
3ykvh6q6cPyU5A1J	soulful christmas,christmas,christmas songs,voice,pop,rnb,mariah carey
3ymMofwkRtRhO2ed	synthpop,new wave,chillout,indietronica
3z0wMks7ETAvm1ve	80s,post-punk,1981,1980s,post-punk,new wave,80s
400mck7o9mxP7gbI	symphonic metal,gothic metal,female fronted metal
40FzEJFj72Vme3Kn	classic rock,rock,70s,hard rock,led zeppelin,folk rock
40bTSpj4IHp0SALq	indie rock,indie,british,rock,alternative
40fe2APtsJlezB53	indie,rock,indie pop,indietronica,brooklyn,chillwave,lo-fi,electronic
416KOiSVKofwDSOz	folk,rock,2014,american idol,country,pop rock
41Q97CsKUBL75oQP	electronic,dance,techno
41VSBVwHnZpYDR9M	death metal,riffs,heavy as fuck,metal
42CAuUVyrPX7VT8v	blues,blues rock,great guitar
42RBCzVu3NhQfdTh	rap,hip-hop,polish-alternative
43L7L5sa9qedtFb7	reggae,jamaican artist
43OzbKKKuC7jFrNA	mpb,brasil,samba,brazilian
44KUk7sAa6Yw6MHn	black metal,true norwegian black metal,norwegian black metal
44hiQmXVeTGxwl6X	classic rock,rock,british,60s,blues
454ig2ufBn55PgIv	fip,soul
45D1oBXnltpWt8eg	cover,pop,michael jackson,rock,beatles cover,pop,80s,michael jackson
46LVu3FgTZEzHyIJ	experimental,dark,ethereal,clinically romantic
46RQFXKoxrsEJ2E1	pop,favorites 2015,2010s
46c3wPfHns7jfyOv	progressive metal,melodic death metal,metal,finnish metal
46eMdbSlKBEaEiWF	progressive rock,doom metal,atmospheric rock
46pXyusxTp6sKznM	pop,dance,female vocalists,dance-pop,2015 single,featuring
4726zaxwER59zhEu	indie,spanish,spanish indie pop,pop,indie pop
4727DlhzVM7gntaq	80s,indie,new wave,alternative,british,rock
47YByKoXjGdw78fm	indie,00s,british,britpop,indie rock
47t776itGX7iSLbs	latin pop,latin,pop,dance,female vocalists,spanish
47v76UDo9RxPv6Cn	hannah montana,disney,miley cyrus,pop
48VV4hceeVbhX673	rnb,soul,brian mcknight,slow jams
48VdPLCPJnZaYlBX	punk rock,rock,green day,alternative rock
49HcGXMaif20lWip	pop rock,british
49OodlVPpj6MaSnp	soul,rnb,beats,chill,lo-fi,united states
49SZz8cAVP3AIR7f	rap,brazil,brazilian
49vPDq1yQB5jFtNH	bagel,somafm,surf rock,psychedelic,lo-fi
4AE2erUaaWz1BCDc	electronic,japanese,synthpop,techno,80s,1980s
4AVfgf2JgL5GQGFv	post-hardcore,alternative rock,emocore
4B7btzfTwykxH3pr	sertanejo,sertanejo universitario,brazilian,brazil
4BBUIXPOAuKdqyxG	post-punk,gothic rock,80s
4BDGU5V8BqrszSLh	indie,indie rock,alt-country,emo,rock
4BTfYjwpadlNuQCG	black metal,depressive rock,depressive black metal,swedish
4CSZ78WaPCV6oqez	hip-hop,emo rap
4CZWWnwka0eWQCju	country,dixie chicks,female vocalists
4CesfcVnG37H8lsC	french,pop,alternative,rock,french,rock,pop
4DMiWUvAvtpqIeFT	pop,rap,hip hop,italian,hip-hop,italian rap
4DRfQSCfKwBJ5is6	heavy metal,doom metal,metal,black sabbath
4DsqfjuxRGZ49IWX	indie,pop,electronic,alternative
4EZLHYX3aUVxm9dh	electronic,indie,dance,australia
4EZMwzxk7g8WodzV	samba,brasil
4EjsnIJzfv9nacuW	progressive metal,progressive rock,progressive metal,progressive rock,metal
4Ep5FQO8ux3S6Lu2	jazz,ambient,noir jazz
4Evo16q3iaOe0DC9	rock,alternative rock,indie rock,post-punk
4FARlQGY79MNZVHz	k-pop,j-pop,kpop,girl group
4GDRazarJOAv2Hx8	garage rock,rock,psychedelic rock,snakeoil
4GSrif3dvV3xFXQR	rap,gangsta rap,trap,songs about drugs,trap rap,lil pump
4GrxpWblpXQSYwM6	2018,synthpop,retrowave,synthwave,electronic
4HnwqasMeaZ1QjeR	progressive rock,77davez-all-tracks,classic rock
4I1Cqv2AZRoeCYw9	witch house,darkwave,epic,dark,witch house,electronic,shoegaze
4IQMrY9DMUrvm0oL	80s,pop,female vocalists,rock
4Ia5QWeHIGw24bwn	rap,hip-hop,rap francais
4IuSbTUBgzThz8uI	trip-hop,lush,chillout,electronic,downtempo,trip-hop,electronic,chillout
4JEHIYg24AFHVEe4	electronic,pop,ladytron,female vocalists,legend,why on earth is this just a bonus track
4JOpWqMf2c2TGCbg	rap,hip hop,underground,brasil,rap,hip hop,underground
4KPBIPBcqnzzxeE2	indie,dream pop,dream pop,lo-fi,indie pop
4LhB5Mr14jhdTznF	alternative metal,metal,alternative
4LqElqsxeXeq5F1Y	love,britpop,british,indie
4M1xgvP0XIpKXUbZ	post-punk,industrial metal,alternative rock
4M2DXEfaghkv7lok	female vocalists,rnb,soul,pop,kelly rowland,rnb,pop,female vocalists
4MT4S2t6xcW4Y5J4	ethereal,psychedelic rock,folk,alternative
4MsjH1TyTwZuZuOK	classic rock,rock,british,60s,pop
4NQT2FVZHXg3wrSo	folk,indie,indie folk,chamber pop
4NRmb0GSeBbEoBJW	progressive rock,oldies
4NXFdFjrafHJdLaB	indie,folk,british,britishisles
4Nk8Vkd2zCgW43oa	mpb,brazilian,puta que pariu,sem palavras
4Nn57OQFgi7wDff7	chillout,trance,ambient,electronic
4OHi08lv0lGZbxC8	80s,pop,dance,crush on you
4OKHYlaWbkwWZP4R	rock,indie rock,british
4ORlPGnimryDVDZp	eurovision
4OVTpQTTKmEzKQ2t	jazz,garage rock,psychedelic rock,garage punk,alternative rock,indie rock
4OlefqFr6Y0QaoIz	indie rock,alternative,live
4OpAvah0yUKDwafW	brazilian,alternative rock,mpb,alternative,2014,role certo
4OuTvlQqmqcvZw6z	grindcore,2014,technical grindcore
4OxOFWrIMBXB99RA	rap,hip-hop,brazilian,ragga
4OzypfW25LNW38JW	pop,love love love,this song makes me so happy,love this song so so so much,brb singing this to my ex
4PSIRdeKbXt5wM6W	melodic death metal,death metal,blacker than the blackest black times infinity,music that makes your head explode of amazement
4QCACE6R845kvyl9	shoegaze,dream pop,female vocalist
4QSF7rvh4vjnWv73	pop,dance,female vocalists,jessica simpson
4QjkDEFwl0ZdZcp5	electronic,post-rock,noise rock,avant-prog,irrepairable psychological trauma caused by the suicide of a loved one,just no
4R2lmr5lP67vnvsE	heavy metal,metal,volbeat
4RH0bstXSpQfieBV	heavy metal,power metal
4Rv7Wh1g6cRqMGyM	fip,alternative,90s,rock,alternative rock,experimental
4S5TzGUyoD3frg8B	80s,female vocalists,rock,pop,classic rock
4SQ03S7tRR1VLFkk	latin grammy nominated,pop,lap dance,i am a party girl here is my soundtrack
4ScJnVHTVBKGPyru	electronic,indie,electronica,instrumental,indietronica,american
4Sd1vohiMSsHL7fJ	alternative rock,space rock
4Six7mnnPGIdeIEB	indie,2011,indie rock,gossip girl,dum dum girls
4SwEkxKv1EwzTpwr	reggae,lovers rock
4T4WS25clgZG0Rwk	pop,britpop,british,rock,male vocalists,pop,britpop,british
4TBblTC9FdxcLig7	chris rea,rock,british artist,english lyrics,7 of 10 stars
4TDqLnj3Lndn9TCT	power metal,heavy metal,war metal,metal
4UOvIznnwATQ9fyA	indie rock,pop punk,alternative rock,rock,2013
4VlD4hA22osMVJpE	indie rock,lo-fi,singer-songwriter,indie,american,indie rock,lo-fi,singer-songwriter
4Vn9VEIE8GRYVEo0	indie,rock,britpop,stereophonics
4Vtn1DI8s3UJ0mKH	2015,indie,pop,2010s,indie pop,alternative
4Vumo5bybkjwPR4V	new age,electronic,ambient,chillout,enigma
