3JOlSxCDJja5SYC9	electronic,pop
3JQ0nTBcONvkAVE1	progressive rock,experimental,alternative rock,indie rock
3JQg8yPgsDqwSdJN	electronic,house,synthpop,synthpop,pop
3JT6jp2pCjf7BxDX	electronic,techno,house,electronica
3K3MxF2vecOqIH01	k-pop,pop
3K64x4asNZJfQEU7	worship,praise,pop
3L29CebZqYMPZqFu	rock
3LIaIcifnY5aenlF	rap
3M5gz1dan3SX5pS7	grunge,rock
3Mc3L9CUAFBVdAof	dream pop,french pop
3NBgF3XHk7EI01s3	emo,midwest emo,indie rock
3Nb69rQrYso7u9Yg	soundtrack,contemporary classical,soundtrack,classical
3P3uQTWd3JxAexBT	indie pop,indie rock
3PtseulggRtHMoOz	progressive black metal
3Q36EsmmokskRC8v	rockabilly
3QAgiowCE58lkfhU	punk
3QnpjtdMMAjoMtBF	experimental,soul,violin
3QtvURvlqOYsZEDz	rap,hip hop
3R1U4t8F9OHH8msx	black metal,metal
3SEJi4JAZeoYCWk3	bossa nova
3SRUD2w7DrZqHE0U	rock,classic rock
3SSolszQvCHozHdV	blues,rock
3T1tYnVtfilZZQB7	pop,pop
3T4bhuhIQTEHhcFg	rock,pop,new wave,synthpop
3TAjiWcI8u0FODuS	soul,motown,soul,motown
3TIdOAlULKdqaSR0	pop
3TJHHVey88djFD94	k-pop
3Tcwq0kIiSJDk1OB	metalcore,hard rock,metal,hardcore,metalcore,metal,hardcore
3Tdu9390svWhC45z	pop punk,pop rock,pop
3UWmNTjmsIQBFhtd	anime,gothic metal
3UnYmzcPVNgjNNFv	electronic
3UoA4vRm5Kiqdbxg	alternative rock
3VD4IvI3WR2KhZV8	rap,emo rap,hip hop,rap,emo rap
3VDugjDPEErsGZQp	neofolk,nordic folk,dark ambient,neofolk,nordic folk
3VYHPB2fFFO0f4Sb	rock en espanol
3WI416EeAZXptYAZ	new wave,post-punk,rock
3WTnP3pKNYFYfvsI	screamo,hardcore,post-hardcore,melodic hardcore
3WfncosyPdVtcRvq	jazz
3WlSHd6TxJ2drbA1	ebm,synthpop,minimal wave
3Wyx6bL4fbkgTPO2	pop
3XI3KppPMcvPClP2	punk
3YuG0V05zf8YxUY2	grunge,rock,alternative rock
3Z2mxKTNkaayfjGf	melodic death metal,death metal,metal,power metal
3ZIbiMoxAEzvxZO9	electronic,ambient
3ZW7dFyJ1lRtbo8y	pop
3ZbrrRQHcFkpTHTt	rap
3ZcPj4mx8ChcnQsz	pop
3aLLv89gHveBuosG	progressive rock,classic rock,rock
3acD8cv7zhxlthnv	jazz
3ayVeQEo9JAqorKS	rock,brazilian rock,rock gaucho
3b39vKAGHcJLyd3n	singer-songwriter
3bejCrhNQlm97r9A	pop
3cJaypWniZHpomfi	j-rock,rock,metal
3dEyqCSLzdyPFgk5	rock,britpop,alternative rock
3dT7OTg9w8jEBjMm	power metal,speed metal,metal
3dwil4nYh1KdOQDq	ambient,indie rock
3e0iJgXDtiLWbvAD	grunge,alternative rock,rock
3e3NRBRj6BxA921Q	deathcore,brutal deathcore,hardcore,metalcore
3eRxIV3sVkZsbgKB	punk,rock
3ek5bpYhdyAlCLlJ	pop,indietronica,exotica
3f0doFlc7yQ903bJ	new wave,synthpop
3faYOQ867TjLuWQz	reggae,roots reggae
3fuOrQt9qqGmPNQY	experimental,psychedelic rock
3gGUBqtyIV67NLu6	sertanejo
3hlyvzY6y1zhe4TX	fado
3i6RfuPvfB9ZDn9E	techno,electronic,lo-fi
3j9jevapaVvqDPcp	progressive metal,metal,sludge metal
3kAIoRnx8aJhupuI	rock,alternative rock
3kqXYNx5eBHRl3XF	thrash metal
3lAIb6v82pmMZS99	classic rock,folk rock,rock
3mAl0v8h53hrEolv	rock,pop punk,punk
3mKxvt2YUxlAtj8U	chamber pop,lounge
3miAW8whHjT8ke2c	pop,soundtrack,disco
3n11BOrQPpuN0W76	rock,alternative rock,singer-songwriter
3nEJ6WRWjuLq0JV8	electronic
3nriJAVYlnMFabza	electronic,shoegaze,post-rock,ambient
3nrwHAllpcYeO51i	gothic metal,alternative metal
3o0tMKDO7qu7mwP8	industrial metal,cyber metal
3oD1wi4njfRo4y0K	house,electronic
3oTQyW9VsRG1vAZU	rock,pop
3ozh9LF6vuI7ixvQ	indie rock,rock,alternative rock
3pKGqHJGqgLr0Uim	electronic rock
3pi5n1NmZfkF09dI	jazz,jazz fusion
3pwtPBxBWXawmwlQ	house,electronic,progressive house,tech house,trance
3q2VIzbbLzqCj0NI	rock,reggae
3q8pvkFyr6zNgQJb	k-pop,hip hop,rap
3qCb03UxBvbZsWEM	post-hardcore,screamo,hardcore,emo
3qGNZSp8p1NoFoHN	classic rock,rock
3qyQ24VV9RVxqvSH	grunge,rock,alternative rock
3rK4404QHChfRtHQ	rock
3roAUOGQtS7f7rmq	rock,experimental,alternative rock
3rq08eBFUt4V0ER6	emo,post-rock,indie rock
3rwGO4kmdFUJDj6z	new age,ambient,celtic
3s6qDbF8qsvcfmeY	britpop
3sU9qFGR5sqLO0qy	ambient,experimental,chillwave
3saT0fjF814XQz3y	house,electronic,future house,edm
3sbVM40hDB3hFoIh	rap,rap
3shrACNQQ5eeQEAO	pop,hip hop
3t1u6zgXiu7CYRxc	soul
3tH5Zk46RrrZimoX	remix,electronic
3tzEdoqi8YsbSNCz	noise rock,post-punk,no wave
3uE2U46E1yEXAhKP	indie rock
3uTj1EuKkKna5uPh	hip hop
3uXOXJsblMZfY12A	electronic,synthpop
3ux924VZYedQCq7I	rock
3vLuOj1c1suvUGZT	j-pop,j-rock
3vpLjr47A2ANetid	pop
3vsIlMsA979ZqMLq	garage rock,indie rock,alternative rock
3vy4HNPWkTnMviIw	gothic metal,doom metal,metal
3wZ8tUKbB991Y56c	indie pop,jangle pop,lo-fi
3wmtEja2v0pUigM5	lo-fi
3xAFBtATL7yEEH5c	rock,pop punk,alternative rock,punk
3xcyDvE6On5xbmCD	folk metal,metal,black metal,viking metal
3xhpkrkuCNicNAn7	trance,electronic
3yBuK5zDxlyIqWS0	soul,jazz,soul,jazz
3yOJLIpOiYvqCKAm	rock
3ykvh6q6cPyU5A1J	pop
3ymMofwkRtRhO2ed	synthpop,new wave,indietronica
3z0wMks7ETAvm1ve	post-punk,post-punk,new wave
400mck7o9mxP7gbI	symphonic metal,gothic metal
40FzEJFj72Vme3Kn	classic rock,rock,hard rock,folk rock
40bTSpj4IHp0SALq	indie rock,rock
40fe2APtsJlezB53	rock,indie pop,indietronica,chillwave,lo-fi,electronic
416KOiSVKofwDSOz	folk,rock,country,pop rock
41Q97CsKUBL75oQP	electronic,techno
41VSBVwHnZpYDR9M	death metal,metal
42CAuUVyrPX7VT8v	blues
42RBCzVu3NhQfdTh	rap
43L7L5sa9qedtFb7	reggae
43OzbKKKuC7jFrNA	mpb,samba
44KUk7sAa6Yw6MHn	black metal,norwegian black metal
44hiQmXVeTGxwl6X	classic rock,rock,blues
454ig2ufBn55PgIv	soul
45D1oBXnltpWt8eg	pop,rock,pop
46LVu3FgTZEzHyIJ	experimental
46RQFXKoxrsEJ2E1	pop
46c3wPfHns7jfyOv	progressive metal,melodic death metal,metal,finnish metal
46eMdbSlKBEaEiWF	progressive rock,doom metal
46pXyusxTp6sKznM	pop
4726zaxwER59zhEu	spanish indie pop,pop,indie pop
4727DlhzVM7gntaq	new wave,rock
47YByKoXjGdw78fm	britpop,indie rock
47t776itGX7iSLbs	latin pop,latin,pop
47v76UDo9RxPv6Cn	disney,pop
48VV4hceeVbhX673	soul
48VdPLCPJnZaYlBX	rock,alternative rock
49HcGXMaif20lWip	pop rock
49OodlVPpj6MaSnp	soul,beats,lo-fi
49SZz8cAVP3AIR7f	rap
49vPDq1yQB5jFtNH	lo-fi
4AE2erUaaWz1BCDc	electronic,synthpop,techno
4AVfgf2JgL5GQGFv	post-hardcore,alternative rock,emocore
4B7btzfTwykxH3pr	sertanejo,sertanejo universitario
4BBUIXPOAuKdqyxG	post-punk,gothic rock
4BDGU5V8BqrszSLh	indie rock,emo,rock
4BTfYjwpadlNuQCG	black metal,depressive black metal
4CSZ78WaPCV6oqez	emo rap
4CZWWnwka0eWQCju	country
4CesfcVnG37H8lsC	pop,rock,rock,pop
4DMiWUvAvtpqIeFT	pop,rap,hip hop
4DRfQSCfKwBJ5is6	doom metal,metal
4DsqfjuxRGZ49IWX	pop,electronic
4EZLHYX3aUVxm9dh	electronic
4EZMwzxk7g8WodzV	samba
4EjsnIJzfv9nacuW	progressive metal,progressive rock,progressive metal,progressive rock,metal
4Ep5FQO8ux3S6Lu2	jazz,ambient
4Evo16q3iaOe0DC9	rock,alternative rock,indie rock,post-punk
4FARlQGY79MNZVHz	k-pop,j-pop,girl group
4GDRazarJOAv2Hx8	garage rock,rock,psychedelic rock
4GSrif3dvV3xFXQR	rap
4GrxpWblpXQSYwM6	synthpop,electronic
4HnwqasMeaZ1QjeR	progressive rock,classic rock
4I1Cqv2AZRoeCYw9	witch house,witch house,electronic,shoegaze
4IQMrY9DMUrvm0oL	pop,rock
4Ia5QWeHIGw24bwn	rap
4IuSbTUBgzThz8uI	electronic,downtempo,electronic
4JEHIYg24AFHVEe4	electronic,pop
4JOpWqMf2c2TGCbg	rap,hip hop,rap,hip hop
4KPBIPBcqnzzxeE2	dream pop,dream pop,lo-fi,indie pop
4LhB5Mr14jhdTznF	alternative metal,metal
4LqElqsxeXeq5F1Y	britpop
4M1xgvP0XIpKXUbZ	post-punk,industrial metal,alternative rock
4M2DXEfaghkv7lok	soul,pop,pop
4MT4S2t6xcW4Y5J4	psychedelic rock,folk
4MsjH1TyTwZuZuOK	classic rock,rock,pop
4NQT2FVZHXg3wrSo	folk,indie folk,chamber pop
4NRmb0GSeBbEoBJW	progressive rock
4NXFdFjrafHJdLaB	folk
4Nk8Vkd2zCgW43oa	mpb
4Nn57OQFgi7wDff7	trance,ambient,electronic
4OHi08lv0lGZbxC8	pop
4OKHYlaWbkwWZP4R	rock,indie rock
4ORlPGnimryDVDZp	eurovision
4OVTpQTTKmEzKQ2t	jazz,garage rock,psychedelic rock,garage punk,alternative rock,indie rock
4OlefqFr6Y0QaoIz	indie rock
4OpAvah0yUKDwafW	alternative rock,mpb
4OuTvlQqmqcvZw6z	grindcore
4OxOFWrIMBXB99RA	rap
4OzypfW25LNW38JW	pop
4PSIRdeKbXt5wM6W	melodic death metal,death metal
4QCACE6R845kvyl9	shoegaze,dream pop
4QSF7rvh4vjnWv73	pop
4QjkDEFwl0ZdZcp5	electronic,post-rock,noise rock
4R2lmr5lP67vnvsE	metal
4RH0bstXSpQfieBV	power metal
4Rv7Wh1g6cRqMGyM	rock,alternative rock,experimental
4S5TzGUyoD3frg8B	rock,pop,classic rock
4SQ03S7tRR1VLFkk	pop
4ScJnVHTVBKGPyru	electronic,electronica,indietronica
4Sd1vohiMSsHL7fJ	alternative rock,space rock
4Six7mnnPGIdeIEB	indie rock
4SwEkxKv1EwzTpwr	reggae,lovers rock
4T4WS25clgZG0Rwk	pop,britpop,rock,pop,britpop
4TBblTC9FdxcLig7	rock
4TDqLnj3Lndn9TCT	power metal,metal
4UOvIznnwATQ9fyA	indie rock,pop punk,alternative rock,rock
4VlD4hA22osMVJpE	indie rock,lo-fi,singer-songwriter,indie rock,lo-fi,singer-songwriter
4Vn9VEIE8GRYVEo0	rock,britpop
4Vtn1DI8s3UJ0mKH	pop,indie pop
4Vumo5bybkjwPR4V	new age,electronic,ambient
4Vvx2pI5T9hIF3zs	pop,rap,hip hop
4WDwkpQSwDo0XvN8	post-punk,rock
4WXESNNO5Xks6U7P	pop
4WZ4nxbqfJL6D73I	rock,singer-songwriter
4Wt1w5cT1F5R0xsY	rock,alternative rock,funk rock,funk
4XdEozQRnksNkNpf	rock
4XsY6mDyVjWZ7309	alternative metal,gothic metal,metal,gothic rock
4XwgaDSlvRNEc4O1	folk,country
4Y3dSYVcYOEvz95G	pop,post-punk
4Y3e3qOS9OVGYhT8	post-rock,post-metal
4YXTqCeHYC5L2sCb	deathcore,metal
4YofBCNIWq1I3Y8f	electronic,indie pop
4bJBGkxofSUvAMhM	alternative rock,progressive rock,rock
4bJX42VvFBT4r51X	ambient,dark ambient,experimental,electronic
4bgNoAhe9d4pBMNs	soul
4cpIRIIrpLMxr4PT	mpb,forro,singer-songwriter
4cs3JsHc4XXOOStS	indie rock,rock
4dfYBlscEiIGnJcn	progressive metal,thrash metal
4ea5gdpmXKJTeoDu	singer-songwriter
4eyDkxGNMScrPXNF	progressive metal,progressive metalcore,metalcore
4fCS07fAgw90e92l	post-rock,ambient
4fJ2oIHIhjWj8yHz	indie pop,pop
4fZOPpoVowJb5oSu	classic rock,rock
4fdHZl51XNuxD1O4	dream pop,lo-fi
4gEFZ0aisEmzyFok	pop
4gQhKYtztYttE9yP	hardcore,hardcore punk,post-hardcore
4ge9lGjwxO3yTDaX	indie rock,alternative rock
4glaLmaXFAdOw5b2	soundtrack
4gvy5upAccWDOxYM	shoegaze,rock,progressive rock,j-rock
4gxcD1IObyDszRr1	rap,pop,hip hop,rap
4hOKiyfIoovYJRcU	black metal,symphonic black metal,gothic metal
4i7lUtU7nCcAAkhl	rock,indie rock,rock
4iCH6ysFj8ZRXVDL	christian rock
4iOqqsSeA2Ifvb9C	country,folk
4ifZbeWDndwinfQr	electronic,electropop,pop
4kCx7fL5NRkhKZXI	electronic,alternative rock
4kVtzwbBITvH7G4u	pop,art pop
4kZMdi28q9YF1zo0	power metal,symphonic metal,progressive metal,metal
4lwWcZc2CSTflpiJ	doom metal,black metal
4lyBFOnjsTd7o4Ug	soundtrack,contemporary classical,soundtrack,classical
4m1SSWsNBuoyJoDJ	soul,rock,grunge
4mYrfV4RX2OedB9g	pop,pop,electronic
4meLFo1wkmOnGnRp	soul,pop,funk,rock
4mhmSdRmnG0tO3M9	melodic death metal,melodic death metal,death metal
4mipDEKIk6WRgq4u	rock
4n8KiVAYtoQ1SO5Y	grindcore,hardcore,hardcore punk
4nl4bD8mUDpjhwq5	alternative rock,rock,alternative rock,rock
4ntTVg12WMjJxjcs	pop
4oTt9joZykP0FjyR	rock,alternative rock,indie rock
4oecdz6LhVVjr6PO	death metal,death metal,metal
4ooTrnupb44EU6UV	symphonic metal,gothic metal
4opNmQ2SqLkJwjzo	electronic
4ovoZEaFn6Hg6tmb	garage rock,rock
4p2yCLhkAA7prvDV	pop,pop,britpop
4phB8U7EUTBLvJcG	mpb,samba
4pyrv3dsC20bV73k	punk,rock
4q6mc4jq1azB0Nvp	rap
4q7zSqZdOykOZCjE	electronic,acid jazz,experimental
4qJVaZM7epp0rvML	rock
4qZ4vZHqCW07laiO	djent,progressive metal,progressive metalcore
4qdVV29bV26RhEdD	folk,singer-songwriter
4qzSFulNz52Ssmxs	pop,singer-songwriter,rock
4rkPsxchObFakkVJ	alternative rock,brazilian rock,rock
4rkUuSgdqbjW4Ccp	disco,pop,disco,pop
4s7dQVA55bfSmFXi	metalcore,metal
4sUNaDw0evcjjBzv	post-hardcore,metal,electronic,experimental
4sbsXy3Oe32LS4x8	emo,punk,midwest emo,pop punk
4sxHQ3I4g2iUHdDw	soundtrack
4tfGOr2LKS1LK9G1	grime,rap
4tfYQIkt1vEoMQYa	black metal,raw black metal,swedish black metal
4ttmhv19NBU2qnLW	brega
4u9uvF9JAQ2TFLUu	alternative rock,rock,hard rock
4uK1NKMrc8skcSes	indie rock,alternative rock
4uroF36rp4SBbdX6	pop,pop rock,punk,synthpop,electronic,pop
4v1nOpa6nTX5ELBF	industrial metal,metal,industrial,rock
4vFLgPG7a9BPT2Gs	pop,britpop,rock
4vHbsI004ms1IHQr	blackgaze,atmospheric black metal,post-black metal,post-rock,black metal
4vYv5iDxBR5lZXP2	emo,indie rock
4vm9FnGA4vEXUSRE	emo rap,rap,hip hop
4vvR1uCgFpJKDzg7	indie rock,progressive rock
4wAPzKWXf9DcCLsA	pop
4wC3XwW7wPDAgNS1	progressive metal
4wDS3gK3lboVBRcm	disney,soundtrack,swing
4wQMsOg3wi5jEoly	post-hardcore,hardcore,metalcore,trancecore
4wXgUmGonsD5v8w3	post-punk,deathcore,metalcore
4xwkJn8oa6sPqCwm	alternative rock
4xzbXNvYGyCqxEcU	metal,industrial metal
4yBc5bF6kK7IN4oZ	soul,jazz
4yGAYt5xDFGsxfzc	folk
4yViX1qb5Ct7pJza	nu metal,rock,metal
4ycF1LG0Ych54f0i	new wave,pop
4yiIyscOiT2TgT2X	electronic,house,electronic,house
4zDUnGnZGeRwNQN5	mpb,bossa nova
4zIazGBvDRNybblV	rap,hip hop
4zUUUvPDkfMlhcR8	electronica,rock,punk,electronic
50ZIhsB0tHQGEBRA	gothic metal,symphonic metal,metal,gothic metal,symphonic metal
50jd1qMRV60M8ETG	pop,reggae
51DcMVJ8pr33k9sz	grindcore,death metal,grindcore,death metal,deathgrind
51I0DcoRVfkiRDeR	rap
51MUV2XSVHVJWJbI	pop,italian pop
51QCxurjGgdhjvm8	shoegaze
51znC33E7tKpQmq6	pop
523wmyxkx8KztEHy	indie rock,garage rock,rock,indie rock,garage rock
52DcPB2PkQoJDcKl	pop
52P68xRayj2a2Fmp	indie rock,lo-fi,folk,indie folk
52busP6JW3B18QgS	country
53DdxbpYp6kgtmc9	blues,harmonica blues,chicago blues
53ORjAYX6B2E4J9q	electronic,alternative rock,rock,rock,alternative rock
53skCF7OttxfjUq4	rock,psychedelic rock
541vmTYiNos9uoyI	singer-songwriter,pop
549Cg4K9DayU8scF	industrial,new wave,electronic,ebm
54VxPcTD0J8jeYxd	classic rock,rock,hard rock
556dHb6MJwPcP7eW	jazz,bebop
55DcTLYWMGMgRiWh	electronic,electro
55NQViktvtzMxJwQ	shoegaze,indie rock
55Oekm90JRbmjmHu	drum and bass,jungle,electronic
57ah27JVtQTr65N0	nu metal,rock
57smtw3MnhkzxhvA	soul,neo soul
58QoNwy1ZCYRLGnV	classic rock,rock,classic rock,rock
58hKf3RzL7dpuFLE	cabaret
58v0jqacBYBt2rEn	indie rock,lo-fi,indie folk,experimental,rock
59c5YcUgzy3P1Upf	pop,pop rock,trip hop
5A5N0dK6KAnOgcvq	new wave,rock,classic rock
5ALZRhOlzc9zwPvh	electronic,downtempo,experimental
5Afg4w047Na8dRZ4	metal,hard rock,hard rock,metal
5Aktg1p2pt3jxwkx	folk
5ArM5G1F2qenTBYR	lo-fi,shoegaze,dream pop
5B8MEDFsAUufCkyP	country,singer-songwriter,folk,country rock
5CKAJvinsxsVOy7G	post-punk
5CXvlCjhf8ic2Q7S	synthpop,electronic,electropop
5CzG0nfcO0rdLwYt	indie rock,electronic
5D53ebE8oKvBgzLw	alternative hip hop
5D8hhOcQ39pRWVeo	soul,pop,electropop
5DKABFoFMB4M4r5h	indie rock
5E4d9M0mcRzgimRX	house,electronic,house,electronic
5ElsQrERvWhY32iG	pop,rock
5ExFKNjiL9UpVf0V	synthpop
5FGBYu8CM1MlXokl	progressive metal
5FGlCdsB9wJ1Xy8B	progressive rock,remix,art rock
5FlM24hFUPv7u6yA	electronic,funk,experimental
5HRq3xRdqs27o9Gq	progressive rock,rock,psychedelic rock
5HUCbUNoE9k6re9g	pop
5HUdnm6uceG7GqPn	hardcore,metallic hardcore,nyhc,hardcore punk,metalcore
5IKM3soDe7kBhm4n	pop,rock
5J0NHYvCD8x3Cqkq	pop
5JhLvD6ofhJ0ddXH	blues,folk
5L2UIQBsbq6XupbJ	rap,pop rock
5LQI3zxuXxWX0kAH	classic rock,blues,classic rock,blues,rock
5LekI9Qss48gknk4	hardcore,hardcore punk,punk,straight edge
5Loqfsn68inkPPRC	k-pop,pop,girl group,k-pop
5M2uPxFlMUGhuBFv	crossover thrash,grindcore,hardcore punk
5MCFj97qRYl3dFmi	indie rock,garage rock,rock
5MWmsAPuhdOjPuAy	new wave,synthpop,pop
5N8w20QwUaJoWMGG	disco,pop
5NYcgQav8xg17wXv	pop,flamenco,folk,eurovision
5Oa7qTexHvpLUOeS	thrash metal
5QmQSFzAHcALmj4i	jazz,jazz guitar
5RCDjW6KDc1KP1MC	indie rock,rock
5RcPBjkfv28O3cCU	electronic,house,eurodance
5ReisPV2qb2iTJWE	art pop,ambient
5RjY5YCHnaJ3YPML	rock,pop
5RxA6GiCkXyTybuM	pop
5SHBToIKSwKCCjgv	gothic metal,alternative metal,metal
5ShsQ3dctLMFC3Xl	rock,indie rock,britpop
5TBaeqWFzNbOeKZn	pop,pop
5UGj15LvE1lyNy3f	alternative rock,rock,nu metal,electronic rock,metal
5Ub40WNlLB8GP8Vf	singer-songwriter,indie pop
5UtxTyC8We2LekFg	classic rock,rock
5V9GFbr9xLwmLZAg	electronic,house
5VFh8F92v79DfE3R	soul
5VILwhm62Rhf9wvO	post-hardcore,post-metal
5Vy0e3R01JpIIT1U	latin
5W7RTSzYz8EVHroD	britpop,rock
5WrCcVYqVX1FOrOx	pop punk
5XRiNCJtOEXQlIHk	pop punk
5XTdTMvlp7xmmg74	pop
5YBpOY8L1ig4sjNi	pop,rock,singer-songwriter,britpop
5YwqI4RIFvHQJRJU	spanish pop
5Z4ZG3QyQ5eKkBAn	ambient
5Zts56nlXqv2tKNX	pop
5a1fnO1BqGMPqyG5	classic rock,rock
5a3PAVTIghtWirX4	rock,pop punk
5bLqqhu8gjzu5wlA	lo-fi,indie rock
5bVqP2AsQwwTBO1v	jazz,soul
5cxz6LSrTnNm2quh	rap
5d7dc8xWexDwdwBB	j-pop
5dA2NpxEZ9gFdJAn	industrial
5e02R988TJ10sWNz	electronic,downtempo,ambient
5eC3Jb2yc0hD6ZK0	symphonic black metal,black metal,melodic black metal,metal,black metal,symphonic black metal,melodic black metal
5eMXwAQxzKOCZC6t	pop,latin
5ezMlUjgWR1qSwIB	electronic
5fNEHTk23KOhI8Cp	experimental
5fRWN8SWgAjthZyh	nu metal,rock,nu metal,rock
5fga8XWcyM6AhD3t	classic rock,psychedelic rock,rock
5fz08CJx42Ia7DrS	pop,pop rock,rock
5g8LHgR1GND7IY18	black metal,atmospheric black metal,symphonic black metal,melodic black metal,black metal,atmospheric black metal
5gI8ealRrm7YbMzE	classic rock,rock
5gvF447rb1rXG4W5	classic rock,rock
5hx77DgNcRAntbRa	folk,folk rock,classic rock,rock,singer-songwriter,folk,singer-songwriter,classic rock
5i6YWGw5v7GAKkVy	house,electronica
5irgmNE7Y4O3G6de	soul
5iwqTicdZjaKDNs1	rap
5jMqi9NLmuzz3xER	j-rock,rock,j-pop
5jQLDAjgugNZ4S6e	indie rock,garage rock,hard rock
5k0J8Khb6W0O7vt8	rock,hard rock
5kG28CzlVZGIrpOh	indietronica,synthpop,new wave,synthpop
5kHDYEyLxG5btrxA	pop
5kRRzFRjQDMeKZh5	country
5l8k6jpPsqGjgmwC	metalcore,melodic metalcore,hardcore
5lYXY2GrZS1Itbnw	nu metal,alternative metal,metal,industrial
5lp6WPQXOXbaG2Kj	black metal,hardcore
5mEYfsUwcZkCHs1O	electronic
5mOxIQC1MFQaajCS	industrial,post-punk
5myxZ7PPTBItSNKV	pop
5nE0LQfRWTrx6luh	death metal,deathcore
5nba7v13hMFxZ6e4	progressive metal,progressive rock
5ncTabMAeNCGZfXp	industrial,metal,rock,alternative metal
5oA1qAGYLj6W15vO	experimental,avant-garde
5of4TBCqyNJxO3Da	hard rock
5pHcnDimXQuDBXiM	nu metal,alternative metal
5pMQhlkciPW2dvA2	tech house,minimal techno,minimal,electronic
5pXZYfwp0p9pSam2	pop,indie pop
5pefNeWT0nGcTmWH	electronic
5puEuHuDvFBi7Qj2	synthpop
5qS4jrejDakMgRii	hard rock
5rM7oS06IJuh3qFt	experimental,glitch hop,rap,hip hop
5rgTx0RWpBrbGKo3	classic rock,pop rock
5shD7tJ5iYu8vdMl	rock,emocore,hardcore,emo
5t9ZOKLEOZ446B6T	alternative rock,rock,alternative rock,rock,grunge
5tRzeSQZg5InYL5Y	forro
5uHSQQR4vY303egd	pop,pop rock
5uS8vWF3uTFohZRA	indie pop
5ulXiax8UJuHS5C0	rock,hard rock
5uyK4MY9X6YPfm7Y	singer-songwriter,rock
5v8P2iE6GTR7ITgp	mpb
5vRXh3j6q1qhi4ht	j-rock,rock,anime,j-rock,rock
5vY0zdHBkTAs7dFl	funk rock
5vejHNCT3rGBJHC3	pop,singer-songwriter,rock
5vxRYq375jamf6Qj	singer-songwriter,folk
5wCw7eATgUSfplfa	industrial metal,industrial,metal,rock
5wHPXFPehEBD8OrL	easy listening
5wlPWDOi8ihQ5sTc	rock,pop
5wyv1E5hkhJR9Q1V	death metal,metal,ambient
5xGdtXaPJJnv8DQR	mpb,experimental
5yUssnUlEeZjzg4P	soul
5zG2Y9PUi6haLPhk	pop,pop rock
608RAorKOvSj4T7t	rap
60m3ZKYwzF1AILx4	ambient,post-rock,shoegaze
60ttr6qLtN0B5qrc	deathcore,death metal,metalcore,hardcore
61G9ofDcAZxQ0NGm	j-pop,anime
63jz2yy0Rll5W1c9	metal,alternative metal,nu metal
65jhplKd8AOdbx70	pop,eurovision
65wDEhUoUx0bH3Sd	indie rock,rock,folk,indie pop
66lf6cbPN3kEsihw	pop,rock
67zrYvQSMe5eK96X	pop,funk
6865jdk5RdA2Q3W2	reggae,roots reggae
68AfbH6aUVyu4NSy	alternative rock,rock
69urnaMnMPIECc0d	indie rock,psychedelic rock,rock,new wave
6A2fpJ54WelUYKRf	sertanejo,viola
6AtYXxHqDCqre4eV	pop,soundtrack,soft rock
6B4PRup0ktmDTnBj	funk,funk
6BHKRqedHnZNgvwq	ska,ska punk,reggae
6CH45wqrOmDtMRh6	hip hop,rap
6CPchJlOxi8Lm8Fw	jazz,jazz piano
6Ckx3D1NVNvX0jio	soul,philly soul
6DFvffhtHNM9DlsD	pop rock,latin,rock,pop
6DSJD0Oemhb8u8Ao	rock,nu metal,alternative rock
6E8AE6BDZ9wS09aX	alternative rock,rock
6E94y926Mwc8UsTc	pop,electronic
6EAsy0eXiXYn6Fxc	pop
6Ec6jOnqa0Y1m5Ig	hip hop,dutch hip hop,rap
6EmLRW2jlmK35fNu	classic rock,hard rock,progressive rock
6FTUoF6l1nzFi4pn	emo,rock,post-hardcore,post-hardcore,screamo,emocore
6FlZ0TVkUPf6RNYW	electronic,electronica,ambient
6Fyk7xZF1jOYlTEz	rap,rap
6G3OlCkqo5aaeQrg	synthpop,new wave
6G3q6YqIzBN1JUjc	country,contemporary country
6GnNvNQi3FpW3PL5	post-hardcore
6J5tsCOUoKhBvfL5	death metal
6JC8YxWAM6AicoDX	pop
6JVwiDR9zS4dfp8L	rock,indie rock,indie rock
6JmwFGurT4imyE7M	emo
6JoddNb0GqI5dWiC	singer-songwriter
6JwXfZULVpssuwLn	atmospheric black metal,black metal,ambient,atmospheric black metal,black metal
6KUiIuuloT6mhHpQ	experimental,psychedelic rock
6KXtLUgJSVQm3aD1	soundtrack,folk
6KgeXc1k7HonJz9Y	rap,pop
6MJkge2anZHEYvjl	new wave,pop,synthpop
6Md22aBSNXo62J4f	pop,latin
6MyInp6HkGRDRQnu	smooth jazz
6OYZWw103w5FJ84E	pop,britpop,rock,pop,britpop
6PRalGDOmC27ibWk	folk,singer-songwriter
6QQBJU3WYI2z5t45	post-rock,indie rock,dream pop
6RUPvcfSGOskTiYV	death metal,metal
6RurDTBUq8pibWZi	funk,pop
6SmtWdmnc7FOhqqE	indie rock,dream pop
6TCjMEUrvVjjOpQu	electropop
6TmAihJXY0YhL45r	thrash metal,metal
6U0qwqza4o7Q2DNw	soundtrack,ambient
6U1725ceR4JyKM3c	pop,rock
6UEKlxGSgkQmqSEr	indie rock
6UGaCEYOALmfHjVK	pop
6UVi49N41dbX580A	electronic,hip hop
6VFPcau6SWAqnbaR	deathcore,metalcore,death metal,metal
6W3d1JAe7zFsO0t7	progressive rock,classic rock,rock,psychedelic rock
